;;;;;;;;;;;;
Прайс-сток;;;;;;;;;;;;
;;;;;;;;;;;;
Артикул;;Штрихкод;;Модель;Наименование;Бренд;Категория;РРЦ;Цена;Остаток Бизнес Контроль;Остаток поставщика;Итого
110002151;;;;MPC 60 коричневый;Кухонная вытяжка MAUNFELD MPC 60 коричневый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002121;;4670002457902;;MP 360 - 2;Кухонная вытяжка MAUNFELD MP 360 - 2  белый;MAUNFELD;Встраиваемые вытяжки;6 290;5 085;0;0;0
110002136;;4670002451269;;MP-1 60 Black;Кухонная вытяжка MAUNFELD MP-1 60 черный;MAUNFELD;Встраиваемые вытяжки;6 990;5 578;0;50;50
110002147;;4670002457605;;MPC 50 коричневый;Кухонная вытяжка MAUNFELD MPC 50 коричневый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002164;;4640020993423;;OUSE 60 Glass Black;Кухонная вытяжка MAUNFELD Ouse Glass 60 C черный;MAUNFELD;Встраиваемые вытяжки;15 490;10 572;0;0;0
110002127;;4670002459029;;MP 360-1 (С) BEIGE;Кухонная вытяжка MAUNFELD MP 360-1 C бежевый;MAUNFELD;Встраиваемые вытяжки;6 490;5 247;0;0;0
110002138;;4670002457711;;MPA 50 WHITE;Кухонная вытяжка MAUNFELD MPA 50 белый;MAUNFELD;Встраиваемые вытяжки;6 490;5 179;0;50;50
110002152;;4670002457483;;MPC 60;Кухонная вытяжка MAUNFELD MPC 60 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002165;;4640020990712;;OUSE TOUCH 60 Glass White;Кухонная вытяжка MAUNFELD Ouse Touch 60 белый;MAUNFELD;Встраиваемые вытяжки;17 990;13 136;0;50;50
110002128;;4670002457803;;MP 360-1 (С) WHITE;Кухонная вытяжка MAUNFELD MP 360-1 C белый;MAUNFELD;Встраиваемые вытяжки;6 490;5 247;0;0;0
110002142;;4640020991795;;MPA 60 BIEGE;Кухонная вытяжка MAUNFELD MPA 60 бежевый;MAUNFELD;Встраиваемые вытяжки;6 490;5 179;0;50;50
110002156;;;;Nene 40;Кухонная вытяжка MAUNFELD Nene 40 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002166;;4640020990705;;OUSE TOUCH 60 Glass Black;Кухонная вытяжка MAUNFELD Ouse Touch 60 черный;MAUNFELD;Встраиваемые вытяжки;17 990;13 136;0;50;50
110002130;;4670002457834;;MP 360-1 C;Кухонная вытяжка MAUNFELD MP 360-1 C черный;MAUNFELD;Встраиваемые вытяжки;5 290;4 999;0;0;0
110002145;;4670002457636;;MPA 60 BLACK;Кухонная вытяжка MAUNFELD MPA 60 черный;MAUNFELD;Встраиваемые вытяжки;6 490;5 179;0;50;50
110002157;;4670002453959;;NORFOLK 60 INOX/ GLASS Black;Кухонная вытяжка MAUNFELD Norfolk 60 нержавеющая сталь/черное стекло;MAUNFELD;Встраиваемые вытяжки;31 990;30 231;0;0;0
110002167;;;;Plym 90;Кухонная вытяжка MAUNFELD Plym 90 черный;MAUNFELD;Встраиваемые вытяжки;27 990;26 451;0;0;0
110002137;;4640020991788;;MPA 50 BIEGE;Кухонная вытяжка MAUNFELD MPA 50 бежевый;MAUNFELD;Встраиваемые вытяжки;6 490;5 179;0;50;50
110002148;;4670002457513;;MPC 50;Кухонная вытяжка MAUNFELD MPC 50 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002158;;4670002454864;;NORFOLK 90 INOX/ GLASS Black;Кухонная вытяжка MAUNFELD Norfolk 90 нержавеющая сталь/черное стекло;MAUNFELD;Встраиваемые вытяжки;39 990;29 199;0;0;0
110002187;;4670002457520;;RETRO LIGHT 60 BLACK;Кухонная вытяжка MAUNFELD Retro Light 60 черный;MAUNFELD;Встраиваемые вытяжки;9 793;9 255;0;0;0
110002143;;4670002457698;;MPA 60 WHITE;Кухонная вытяжка MAUNFELD MPA 60 белый;MAUNFELD;Встраиваемые вытяжки;6 490;5 179;0;0;0
110002154;;4670002457230;;MZR 60;Кухонная вытяжка MAUNFELD MZR 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002159;;4670002453348;;Omron 60;Кухонная вытяжка MAUNFELD Omron 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002188;;4640020997186;;RETRO Light Eco 60 Beige;Кухонная вытяжка MAUNFELD Retro Light Eco 60 бежевый;MAUNFELD;Встраиваемые вытяжки;9 790;6 682;0;0;0
110002144;;4670002457681;;MPA 60 INOX;Кухонная вытяжка MAUNFELD MPA 60 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;7 790;6 216;0;10;10
110002161;;;;ORION 60;Кухонная вытяжка MAUNFELD ORION 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002172;;4670002454048;;PLYM LIGHT 60 BLACK;Кухонная вытяжка MAUNFELD Plym Light 60 черный;MAUNFELD;Встраиваемые вытяжки;11 490;9 289;0;0;0
110002189;;4670002459371;;RETRO QUADR 60 BEIGE;Кухонная вытяжка MAUNFELD Retro Quadr 60 бежевый;MAUNFELD;Встраиваемые вытяжки;24 990;23 616;0;0;0
110002153;;4670002457575;;MPC 60;Кухонная вытяжка MAUNFELD MPC 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002163;;4640020993416;;OUSE 50 Glass Black;Кухонная вытяжка MAUNFELD Ouse Glass 50 C черный;MAUNFELD;Встраиваемые вытяжки;12 490;11 803;0;0;0
110002173;;4670002456066;;Plym Light 90;Кухонная вытяжка MAUNFELD Plym Light 90 белый;MAUNFELD;Встраиваемые вытяжки;16 490;11 774;0;0;0
110002190;;4640020994659;;Retro Quadr 60 слоновая кость;Кухонная вытяжка MAUNFELD Retro Quadr 60 слоновая кость;MAUNFELD;Встраиваемые вытяжки;24 990;17 843;0;0;0
110002155;;4670002457292;;MZR 60;Кухонная вытяжка MAUNFELD MZR 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002168;;4640020990736;;PLYM ARCA 60 White Glass White;Кухонная вытяжка MAUNFELD Plym Arca 60 белый;MAUNFELD;Встраиваемые вытяжки;13 490;10 906;0;0;0
110002174;;4670002456042;;PLYM LIGHT 90 BLACK;Кухонная вытяжка MAUNFELD Plym Light 90 черный;MAUNFELD;Встраиваемые вытяжки;13 490;10 906;0;0;0
110002204;;;;Sky Star Auto 60;Кухонная вытяжка MAUNFELD Sky Star Auto 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002160;;;;ORION 60;Кухонная вытяжка MAUNFELD ORION 60 бежевый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002170;;4640020990729;;PLYM ARCA 60 Black Glass Black;Кухонная вытяжка MAUNFELD Plym Arca 60 черный;MAUNFELD;Встраиваемые вытяжки;11 990;9 694;0;0;0
110002175;;4640020990330;;Plym Touch 60 Black Glass Black;Кухонная вытяжка MAUNFELD Plym Touch 60 черный;MAUNFELD;Встраиваемые вытяжки;14 990;10 231;0;0;0
110002205;;4640020990545;;Sky Star Auto 60;Кухонная вытяжка MAUNFELD Sky Star Auto 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002162;;4640020993393;;OUSE 50 Glass White;Кухонная вытяжка MAUNFELD Ouse Glass 50 C белый;MAUNFELD;Встраиваемые вытяжки;15 990;10 914;0;0;0
110002177;;4640020994048;;Retro (C) 60 слоновая кость;Кухонная вытяжка MAUNFELD Retro (C) 60 слоновая кость;MAUNFELD;Встраиваемые вытяжки;11 490;10 858;0;0;0
110002179;;;;Retro 55;Кухонная вытяжка MAUNFELD Retro 55 бежевый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002206;;;;Sky Star Auto 90;Кухонная вытяжка MAUNFELD Sky Star Auto 90 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002169;;;;Plym Arca 60;Кухонная вытяжка MAUNFELD Plym Arca 60 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002184;;4640020990743;;Retro Frame 60;Кухонная вытяжка MAUNFELD Retro Frame 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002180;;4670002458060;;Retro C 60;Кухонная вытяжка MAUNFELD Retro C 60 бежевый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002207;;;;Sky Star Auto 90;Кухонная вытяжка MAUNFELD Sky Star Auto 90 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002171;;4670002456059;;PLYM LIGHT 60 WHITE;Кухонная вытяжка MAUNFELD Plym Light 60 белый;MAUNFELD;Встраиваемые вытяжки;9 990;9 441;0;0;0
110002186;;4640020994055;;Retro Light 60 слоновая кость;Кухонная вытяжка MAUNFELD Retro Light 60 слоновая кость;MAUNFELD;Встраиваемые вытяжки;11 990;8 561;0;0;0
110002181;;4640020990750;;RETRO FRAME 60;Кухонная вытяжка MAUNFELD RETRO FRAME 60 бежевый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002220;;;;TEFFI 60;Кухонная вытяжка MAUNFELD TEFFI 60 белый;MAUNFELD;Встраиваемые вытяжки;10 990;8 885;0;0;0
110002176;;4670002456578;;Plymouth 70;Кухонная вытяжка MAUNFELD Plymouth 70 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;31 990;30 231;0;0;0
110002191;;4670002459364;;RETRO QUADR 60 BLACK;Кухонная вытяжка MAUNFELD Retro Quadr 60 черный;MAUNFELD;Встраиваемые вытяжки;24 990;23 616;0;0;0
110002182;;4640020990859;;RETRO FRAME 60;Кухонная вытяжка MAUNFELD RETRO FRAME 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002221;;;;TEFFI 60;Кухонная вытяжка MAUNFELD TEFFI 60 черный;MAUNFELD;Встраиваемые вытяжки;9 990;8 077;0;0;0
110002178;;4670002458022;;Retro (C) 60;Кухонная вытяжка MAUNFELD Retro (C) 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002193;;;;RETRO QUEEN 60;Кухонная вытяжка MAUNFELD RETRO QUEEN 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002195;;4670002457438;;RODING SLIM 60 INOX;Кухонная вытяжка MAUNFELD Roding Slim 60 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;13 490;10 502;0;0;0
110002222;;;;TEFFI 60/750;Кухонная вытяжка MAUNFELD TEFFI 60/750 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002183;;4640020990767;;Retro Frame 60 темно-бежевый;Кухонная вытяжка MAUNFELD Retro Frame 60 темно-бежевый;MAUNFELD;Встраиваемые вытяжки;14 490;11 715;0;0;0
110002200;;4670002459401;;SKY STAR 60 BLACK;Кухонная вытяжка MAUNFELD Sky Star 60 черный;MAUNFELD;Встраиваемые вытяжки;24 990;17 056;0;0;0
110002196;;;;Roding Slim 90;Кухонная вытяжка MAUNFELD Roding Slim 90 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002223;;;;TEFFI 60/750;Кухонная вытяжка MAUNFELD TEFFI 60/750 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002185;;4670002457537;;RETRO LIGHT 60 Beige;Кухонная вытяжка MAUNFELD Retro Light 60 бежевый;MAUNFELD;Встраиваемые вытяжки;13 990;9 549;0;0;0
110002202;;4670002459715;;Sky Star 90;Кухонная вытяжка MAUNFELD Sky Star 90 белый;MAUNFELD;Встраиваемые вытяжки;25 990;21 013;0;0;0
110002197;;4640020993188;;RONDO 60 GLASS White;Кухонная вытяжка MAUNFELD Rondo 60 белый;MAUNFELD;Встраиваемые вытяжки;19 990;18 891;0;0;0
110002235;;4670002457216;;TOWER C 60 WHITE;Кухонная вытяжка MAUNFELD Tower C 60 белый;MAUNFELD;Встраиваемые вытяжки;14 490;11 563;0;0;0
110002192;;;;RETRO QUEEN 60;Кухонная вытяжка MAUNFELD RETRO QUEEN 60 бежевый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002209;;4640020996172;;SKY STAR CHEF 50 Glass Black;Кухонная вытяжка MAUNFELD Sky Star Chef 50 черный;MAUNFELD;Встраиваемые вытяжки;19 990;14 596;0;0;0
110002198;;;;Severn 60;Кухонная вытяжка MAUNFELD Severn 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002236;;4670002457223;;TOWER C 60 INOX;Кухонная вытяжка MAUNFELD Tower C 60 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;11 990;9 568;0;0;0
110002194;;4670002457148;;Roding 90;Кухонная вытяжка MAUNFELD Roding 90 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002211;;4640020996202;;Sky Star Chef 60;Кухонная вытяжка MAUNFELD Sky Star Chef 60 белый;MAUNFELD;Встраиваемые вытяжки;20 990;15 326;0;50;50
110002212;;4640020996189;;Sky Star Chef 60;Кухонная вытяжка MAUNFELD Sky Star Chef 60 черный;MAUNFELD;Встраиваемые вытяжки;18 990;13 865;0;50;50
110002245;;4670002454086;;Tower G 60;Кухонная вытяжка MAUNFELD Tower G 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002199;;4670002456189;;SHEFFIELD 70 WHITE;Кухонная вытяжка MAUNFELD Sheffield 70 белый;MAUNFELD;Встраиваемые вытяжки;19 990;14 273;0;0;0
110002216;;4670002459425;;SKY STAR PUSH 60 BLACK;Кухонная вытяжка MAUNFELD Sky Star Push 60 черный;MAUNFELD;Встраиваемые вытяжки;18 990;12 961;0;0;0
110002213;;4640020998237;;SKY STAR CHEF 90 Glass Beige;Кухонная вытяжка MAUNFELD Sky Star Chef 90 бежевый;MAUNFELD;Встраиваемые вытяжки;23 990;17 516;0;50;50
110002246;;4670002451474;;Tower G 60;Кухонная вытяжка MAUNFELD Tower G 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002201;;4640020994161;;SKY STAR 90 BEIGE;Кухонная вытяжка MAUNFELD Sky Star 90 бежевый;MAUNFELD;Встраиваемые вытяжки;27 990;26 451;0;0;0
110002218;;4670002459432;;SKY STAR PUSH 90 BLACK;Кухонная вытяжка MAUNFELD Sky Star Push 90 черный;MAUNFELD;Встраиваемые вытяжки;20 990;16 970;0;0;0
110002214;;4640020996967;;SKY STAR CHEF 90 Glass White;Кухонная вытяжка Maunfeld SKY STAR CHEF 90 БЕЛЫЙ;MAUNFELD;Встраиваемые вытяжки;22 990;16 786;0;50;50
110002251;;4670002456936;;Tower G Satin 50 (stripes);Кухонная вытяжка MAUNFELD Tower G Satin 50 (stripes) черный;MAUNFELD;Встраиваемые вытяжки;10 490;7 490;0;0;0
110002203;;4670002459418;;Sky Star 90;Кухонная вытяжка MAUNFELD Sky Star 90 черный;MAUNFELD;Встраиваемые вытяжки;25 990;21 013;0;0;0
110002225;;;;Thames 60;Кухонная вытяжка MAUNFELD Thames 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002215;;4640020996974;;SKY STAR CHEF 90 Glass Black;Кухонная вытяжка MAUNFELD Sky Star Chef 90 черный;MAUNFELD;Встраиваемые вытяжки;24 990;18 247;0;50;50
110002252;;4670002458701;;TOWER G_SATIN 60 WHITE;Кухонная вытяжка MAUNFELD Tower G Satin 60 (stripes) белый;MAUNFELD;Встраиваемые вытяжки;10 490;8 481;0;0;0
110002208;;4640020996196;;SKY STAR CHEF 50 Glass White;Кухонная вытяжка Maunfeld SKY STAR CHEF 50 БЕЛЫЙ;MAUNFELD;Встраиваемые вытяжки;15 990;15 111;0;0;0
110002227;;4670002451498;;Tower 60;Кухонная вытяжка MAUNFELD Tower 60 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002229;;4640020993126;;TOWER C 50 WHITE;Кухонная вытяжка MAUNFELD Tower C 50 белый;MAUNFELD;Встраиваемые вытяжки;14 490;11 563;0;0;0
110002261;;;;Tower L Push 50;Кухонная вытяжка MAUNFELD Tower L Push 50 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002210;;4640020998220;;SKY STAR CHEF 60 Glass Beige;Кухонная вытяжка MAUNFELD Sky Star Chef 60 бежевый;MAUNFELD;Встраиваемые вытяжки;21 990;16 056;0;50;50
110002234;;4670002457506;;TOWER C 60 BEIGE;Кухонная вытяжка MAUNFELD Tower C 60 бежевый;MAUNFELD;Встраиваемые вытяжки;14 990;11 962;0;50;50
110002230;;4670002457049;;TOWER C 50 INOX;Кухонная вытяжка MAUNFELD Tower C 50 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;11 990;9 568;0;3;3
110002262;;4640020991597;;Tower L Push 60;Кухонная вытяжка MAUNFELD Tower L Push 60 белый;MAUNFELD;Встраиваемые вытяжки;6 490;4 838;0;0;0
110002217;;4640020990064;;SKY STAR PUSH 90 WHITE;Кухонная вытяжка MAUNFELD Sky Star Push 90 белый;MAUNFELD;Встраиваемые вытяжки;23 990;19 396;0;0;0
110002247;;4670002456967;;Tower G 60\вставки сатин;Кухонная вытяжка MAUNFELD Tower G 60 черный/вставки сатин;MAUNFELD;Встраиваемые вытяжки;11 490;8 204;0;0;0
110002231;;4640020993324;;Tower C 50 слоновая кость;Кухонная вытяжка MAUNFELD Tower C 50 слоновая кость;MAUNFELD;Встраиваемые вытяжки;8 990;6 136;0;0;0
110002267;;4670002459302;;Tower Lux 60 темно-бежевый;Кухонная вытяжка MAUNFELD Tower Lux 60 темно-бежевый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002219;;;;Tees 90;Кухонная вытяжка MAUNFELD Tees 90 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002250;;4670002455878;;Tower G 90;Кухонная вытяжка MAUNFELD Tower G 90 черный;MAUNFELD;Встраиваемые вытяжки;13 990;9 989;0;0;0
110002232;;4670002459555;;TOWER C 50 DARK BEIGE;Кухонная вытяжка MAUNFELD Tower C 50 темно-бежевый;MAUNFELD;Встраиваемые вытяжки;11 990;9 568;0;10;10
110002268;;4670002456011;;TOWER LUX 60 BLACK;Кухонная вытяжка MAUNFELD Tower Lux 60 черный;MAUNFELD;Встраиваемые вытяжки;14 990;10 703;0;0;0
110002224;;;;Thames 60;Кухонная вытяжка MAUNFELD Thames 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002256;;4670002455533;;Tower Gs 60\черное стекло;Кухонная вытяжка MAUNFELD Tower Gs 60 нержавеющая сталь/черное стекло;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002238;;4670002459562;;TOWER C 60 DARK BEIGE;Кухонная вытяжка MAUNFELD Tower C 60 темно-бежевый;MAUNFELD;Встраиваемые вытяжки;11 990;9 568;0;0;0
110002277;;4640020991542;;Tower Touch 60;Кухонная вытяжка MAUNFELD Tower Touch 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002226;;4670002451481;;Tower 50;Кухонная вытяжка MAUNFELD Tower 50 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002257;;4670002451320;;Tower GS 90\черное стекло;Кухонная вытяжка MAUNFELD Tower GS 90 нержавеющая сталь/черное стекло;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002241;;4670002457124;;TOWER CS 60 INOX;Кухонная вытяжка MAUNFELD Tower CS 60 нержавеющая сталь/черное стекло;MAUNFELD;Встраиваемые вытяжки;10 490;8 481;0;0;0
110002286;;4640020995892;;TS Touch 60 Glass Black;Кухонная вытяжка MAUNFELD TS Touch 60 черный;MAUNFELD;Встраиваемые вытяжки;11 990;8 754;0;0;0
110002228;;4670002457490;;TOWER C 50 BEIGE;Кухонная вытяжка MAUNFELD Tower C 50 бежевый;MAUNFELD;Встраиваемые вытяжки;11 990;9 568;0;0;0
110002263;;4640020991580;;Tower L Push 60;Кухонная вытяжка MAUNFELD Tower L Push 60 черный;MAUNFELD;Встраиваемые вытяжки;9 290;7 915;0;0;0
110002243;;4670002458695;;Tower G 50\полоски сатин;Кухонная вытяжка MAUNFELD Tower G 50 белый/полоски сатин;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002287;;4640020992761;;TSH 60 Inox;Кухонная вытяжка MAUNFELD TSH 60 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;20 990;15 326;0;0;0
110002233;;4640020993133;;TOWER C 50 BLACK;Кухонная вытяжка MAUNFELD Tower C 50 черный;MAUNFELD;Встраиваемые вытяжки;14 490;11 563;0;0;0
110002266;;4670002455366;;Tower Lux 60;Кухонная вытяжка MAUNFELD Tower Lux 60 красный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002244;;4670002451467;;Tower G 50;Кухонная вытяжка MAUNFELD Tower G 50 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002289;;4670002455601;;Tweed 60 зеленый;Кухонная вытяжка MAUNFELD Tweed 60 зеленый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002237;;4670002458817;;Tower C 60 слоновая кость;Кухонная вытяжка MAUNFELD Tower C 60 слоновая кость;MAUNFELD;Встраиваемые вытяжки;8 990;6 136;0;0;0
110002273;;4670002457315;;TOWER ROUND 60 WHITE;Кухонная вытяжка MAUNFELD Tower Round 60 белый;MAUNFELD;Встраиваемые вытяжки;9 790;8 077;0;0;0
110002253;;4670002458718;;TOWER G SATIN 90 WHITE;Кухонная вытяжка MAUNFELD Tower G Satin 90 (stripes) белый;MAUNFELD;Встраиваемые вытяжки;13 990;11 311;0;0;0
110002300;;4670002459494;;VS C 60;Кухонная вытяжка MAUNFELD VS C 60 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002239;;4640020991191;;Tower circle 60;Кухонная вытяжка MAUNFELD Tower circle 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002278;;4670002454093;;Trent Glass 60;Кухонная вытяжка MAUNFELD Trent Glass 60 белый;MAUNFELD;Встраиваемые вытяжки;9 290;7 268;0;0;0
110002254;;4670002458725;;Tower G Satin 90 (stripes);Кухонная вытяжка MAUNFELD Tower G Satin 90 (stripes) черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002301;;4670002459470;;Vs C 60;Кухонная вытяжка MAUNFELD Vs C 60 черный;MAUNFELD;Встраиваемые вытяжки;6 290;5 085;0;0;0
110002242;;4670002454079;;Tower G 50;Кухонная вытяжка MAUNFELD Tower G 50 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002282;;4670002456431;;TRENT LUX 60 BLACK;Кухонная вытяжка MAUNFELD Trent Lux 60 черный;MAUNFELD;Встраиваемые вытяжки;15 490;12 119;0;0;0
110002259;;4640020991634;;TOWER L (TOUCH) 60;Кухонная вытяжка MAUNFELD TOWER L (TOUCH) 60 белый;MAUNFELD;Встраиваемые вытяжки;8 990;7 268;0;0;0
110002302;;4640020996332;;VS Fast 50 White;Кухонная вытяжка MAUNFELD VS Fast 50 белый;MAUNFELD;Встраиваемые вытяжки;8 990;6 564;0;50;50
110002248;;4670002450972;;Tower G 90;Кухонная вытяжка MAUNFELD Tower G 90 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002284;;4640020995878;;TS Touch 50 Glass Black;Кухонная вытяжка MAUNFELD TS Touch 50 черный;MAUNFELD;Встраиваемые вытяжки;11 990;8 754;1;25;26
110002260;;4640020991627;;TOWER L (TOUCH) 60;Кухонная вытяжка MAUNFELD TOWER L (TOUCH) 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002303;;4640020996356;;VS Fast 50 Inox;Кухонная вытяжка MAUNFELD VS Fast 50 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;9 290;6 783;0;50;50
110002249;;4640020994260;;Tower G 90 слоновая кость;Кухонная вытяжка MAUNFELD Tower G 90 слоновая кость;MAUNFELD;Встраиваемые вытяжки;14 490;10 346;0;0;0
110002288;;4640020992778;;TSH 90 Inox;Кухонная вытяжка MAUNFELD TSH 90 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;25 990;18 977;0;0;0
110002269;;;;Tower Push 60;Кухонная вытяжка MAUNFELD Tower Push 60 черный;MAUNFELD;Встраиваемые вытяжки;8 790;6 553;0;0;0
110002314;;4670002459944;;VS Light (C) 50 темно-бежевый;Кухонная вытяжка MAUNFELD VS Light (C) 50 темно-бежевый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002255;;4670002455526;;Tower Gs 50\черное стекло;Кухонная вытяжка MAUNFELD Tower Gs 50 нержавеющая сталь/черное стекло;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002291;;4670002456639;;Tweed 60;Кухонная вытяжка MAUNFELD Tweed 60 черный;MAUNFELD;Встраиваемые вытяжки;16 990;12 131;0;0;0
110002270;;;;Tower Push 90;Кухонная вытяжка MAUNFELD Tower Push 90 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002315;;4670002457933;;VS Light (C) 50;Кухонная вытяжка MAUNFELD VS Light (C) 50 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002258;;4640020991566;;TOWER L (PUSH) 50;Кухонная вытяжка MAUNFELD TOWER L (PUSH) 50 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002296;;4670002457476;;VS (C) 50;Кухонная вытяжка MAUNFELD VS (C) 50 нержавеющая сталь;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002272;;4670002457346;;TOWER ROUND 50 BLACK;Кухонная вытяжка MAUNFELD Tower Round 50 черный;MAUNFELD;Встраиваемые вытяжки;7 290;5 435;0;0;0
110002316;;4670002459937;;VS Light (C) 60;Кухонная вытяжка MAUNFELD VS Light (C) 60 бежевый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002264;;;;Tower Lux 60;Кухонная вытяжка MAUNFELD Tower Lux 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002298;;4670002459654;;VS C 50;Кухонная вытяжка MAUNFELD VS C 50 белый;MAUNFELD;Встраиваемые вытяжки;7 290;5 651;0;0;0
110002275;;4640020991535;;Tower Touch 60;Кухонная вытяжка MAUNFELD Tower Touch 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002317;;4670002457926;;VS Light (C) 60;Кухонная вытяжка MAUNFELD VS Light (C) 60 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002265;;;;Tower Lux 60 зеленый;Кухонная вытяжка MAUNFELD Tower Lux 60 зеленый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002305;;4640020996363;;VS Fast 60 White;Кухонная вытяжка MAUNFELD VS Fast 60 белый;MAUNFELD;Встраиваемые вытяжки;7 990;5 834;0;50;50
110002279;;4670002455960;;Trent Glass 60/чёрный;Кухонная вытяжка MAUNFELD Trent Glass 60 серебристый/чёрный;MAUNFELD;Встраиваемые вытяжки;10 490;9 913;0;0;0
110002331;;;;VS Light Glass (C) 60 слоновая кость;Кухонная вытяжка MAUNFELD VS Light Glass (C) 60 слоновая кость;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002271;;4670002457322;;Tower Round 50;Кухонная вытяжка MAUNFELD Tower Round 50 белый;MAUNFELD;Встраиваемые вытяжки;10 490;8 077;0;0;0
110002312;;4670002457919;;VS Light (C) 50;Кухонная вытяжка MAUNFELD VS Light (C) 50 белый;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
110002280;;4670002453300;;Trent Glass 60;Кухонная вытяжка MAUNFELD Trent Glass 60 черный;MAUNFELD;Встраиваемые вытяжки;;;0;0;0
