;;;;;;;;;;;;
Прайс-сток;;;;;;;;;;;;
;;;;;;;;;;;;
Артикул;;Штрихкод;;Модель;Наименование;Бренд;Категория;РРЦ;Цена;Остаток Бизнес Контроль;Остаток поставщика;Итого
110000245;;8699272054327;;Beta;Встраиваемая вытяжка Simfer Beta;Simfer;Встраиваемые вытяжки;7 450;6 831;0;0;0
110030700;;8683770126921;;8665SM;Настенная вытяжка Simfer 8665SM;Simfer;Встраиваемые вытяжки;12 490;11 661;0;0;0
110030698;;8699272055805;;8562SM;Настенная вытяжка Simfer 8562SM;Simfer;Встраиваемые вытяжки;10 990;9 534;0;0;0
110030701;;8699272058325;;8667SM;Настенная вытяжка Simfer 8667SM;Simfer;Встраиваемые вытяжки;10 990;10 842;0;0;0
110000874;;8699272055102;;LEO;Вытяжка под шкаф Simfer LEO;Simfer;Встраиваемые вытяжки;6 890;5 779;0;0;0
110030703;;8699272097614;;8672SM;Настенная вытяжка Simfer 8672SM;Simfer;Встраиваемые вытяжки;16 190;15 111;0;0;0
110030702;;8699272058196;;8668SM;Настенная вытяжка Simfer 8668SM;Simfer;Встраиваемые вытяжки;19 990;18 757;0;0;0
110032624;;8699272054280;;500 SDW;Встраиваемая вытяжка Simfer 500 SDW;Simfer;Встраиваемые вытяжки;;;0;0;0
110030696;;8699272058332;;6002W;Встраиваемая вытяжка Simfer 6002W;Simfer;Встраиваемые вытяжки;7 087;5 924;0;0;0
110032626;;8699272055836;;8560SM;Вытяжка Simfer 8560SM;Simfer;Встраиваемые вытяжки;10 990;10 327;0;0;0
110032686;;8699272057625;;HRO-1;Фильтр угольный для встраиваемых вытяжек Simfer HRO-1;Simfer;Встраиваемые вытяжки;490;282;0;0;0
110032628;;8699272055812;;8563SM;Настенная вытяжка Simfer 8563SM;Simfer;Встраиваемые вытяжки;9 890;9 246;0;0;0
110030697;;8699272058349;;6002X;Встраиваемая вытяжка Simfer 6002X;Simfer;Встраиваемые вытяжки;;6 018;0;0;0
110032635;;8699272461811;;8664SM;Настенная вытяжка Simfer 8664SM;Simfer;Встраиваемые вытяжки;9 190;8 614;0;0;0
110032623;;8699272057632;;1000WF;Фильтр угольный Simfer 1000WF;Simfer;Встраиваемые вытяжки;490;282;0;0;0
110032630;;8699272063046;;8614SM;Настенная вытяжка Simfer 8614SM;Simfer;Встраиваемые вытяжки;15 990;14 881;0;0;0
110036317;;8683770123302;;6010;Подвесная вытяжка Simfer 6010;Simfer;Встраиваемые вытяжки;8 190;7 694;0;0;0
110032637;;8683770100501;;8962SM;Настенная вытяжка Simfer 8962SM;Simfer;Встраиваемые вытяжки;16 190;15 111;0;0;0
110032625;;8699272058356;;6001W;Встраиваемая вытяжка Simfer 6001W;Simfer;Встраиваемые вытяжки;;;0;0;0
110036320;;8683770123333;;6013;Подвесная вытяжка Simfer 6013;Simfer;Встраиваемые вытяжки;8 490;7 947;0;0;0
110036318;;8683770123319;;6011;Подвесная вытяжка Simfer 6011;Simfer;Встраиваемые вытяжки;8 490;7 947;0;0;0
110032638;;8683770100495;;8964SM;Настенная вытяжка Simfer 8964SM;Simfer;Встраиваемые вытяжки;16 190;15 111;0;0;0
110032627;;8699272055843;;8561SM;Настенная вытяжка Simfer 8561SM;Simfer;Встраиваемые вытяжки;9 790;9 666;0;0;0
110000243;;8699272059438;;6006;Встраиваемая вытяжка Simfer 6006;Simfer;Встраиваемые вытяжки;4 990;4 566;0;0;0
110032631;;8699272063053;;8615SM;Настенная вытяжка Simfer 8615SM;Simfer;Встраиваемые вытяжки;16 290;15 169;0;0;0
110036315;;8683770126914;;8555SM;Каминная вытяжка Simfer 8555SM;Simfer;Встраиваемые вытяжки;18 290;17 032;0;0;0
110032629;;8699272055829;;8564SM;Настенная вытяжка Simfer 8564SM;Simfer;Встраиваемые вытяжки;9 890;9 246;0;0;0
110000244;;8699272059001;;7000;Встраиваемая вытяжка Simfer 7000;Simfer;Встраиваемые вытяжки;9 990;6 923;0;0;0
110032632;;8699272063060;;8616SM;Настенная вытяжка Simfer 8616SM;Simfer;Встраиваемые вытяжки;16 290;15 169;0;0;0
110034517;;8683770126068;;8611SM;Вытяжка Simfer 8611SM;Simfer;Встраиваемые вытяжки;15 990;15 031;0;0;0
110032636;;8699272056307;;8960SM;Настенная вытяжка Simfer 8960SM;Simfer;Встраиваемые вытяжки;16 190;15 111;0;0;0
110032633;;8699272054266;;8662SM;Настенная вытяжка Simfer 8662SM;Simfer;Встраиваемые вытяжки;9 790;9 177;0;0;0
110034516;;8683770126075;;8610SM;Вытяжка Simfer 8610SM;Simfer;Встраиваемые вытяжки;16 390;15 238;0;0;0
110032634;;8699272058974;;8663SM;Настенная вытяжка Simfer 8663SM;Simfer;Встраиваемые вытяжки;9 190;8 614;0;0;0
110036316;;8699272056314;;8961SM;Настенная вытяжка Simfer 8961SM;Simfer;Встраиваемые вытяжки;16 190;15 111;0;0;0
110036319;;8683770123326;;6012;Подвесная вытяжка Simfer 6012;Simfer;Встраиваемые вытяжки;8 490;7 947;0;0;0
110010032;;8699272064357;;B6GB12016;Газовый духовой шкаф Simfer B6GB12016;Simfer;Встраиваемые газовые духовые шкафы;41 390;38 778;0;0;0
110010034;;8699272064340;;B6GM12016;Газовый духовой шкаф Simfer B6GM12016;Simfer;Встраиваемые газовые духовые шкафы;34 990;26 209;0;0;0
110010033;;8699272067686;;B6GB12055;Газовый духовой шкаф Simfer B6GB12055;Simfer;Встраиваемые газовые духовые шкафы;;;0;0;0
110001263;;8699272061073;;B6GO12017;Газовый духовой шкаф Simfer B6GO12017;Simfer;Встраиваемые газовые духовые шкафы;44 890;42 171;0;0;0
110032656;;8683770123067;;F56MO45022;Комбинированная плита Simfer F56MO45022;Simfer;Кухонные плиты газовые;40 990;37 801;0;0;0
110010102;;8699272067037;;F85MB52001;Комбинированная плита Simfer F85MB52001;Simfer;Кухонные плиты газовые;59 290;41 044;0;0;0
110010101;;8699272059988;;F66GL42017;Газовая плита Simfer F66GL42017;Simfer;Кухонные плиты газовые;30 490;25 785;0;0;0
110010105;;8699272063039;;F50EB43011;Комбинированная плита Simfer F50EB43011;Simfer;Кухонные плиты газовые;;;0;0;0
110032657;;8683770122190;;F56MW45117;Комбинированная плита Simfer F56MW45117;Simfer;Кухонные плиты газовые;35 590;32 775;0;0;0
110010104;;8699272067013;;F85MW52001;Комбинированная плита Simfer F85MW52001;Simfer;Кухонные плиты газовые;37 921;31 945;0;0;0
110010103;;8699272067044;;F85MO52001;Комбинированная плита Simfer F85MO52001;Simfer;Кухонные плиты газовые;38 768;32 637;0;0;0
110010106;;8699272063022;;F50EH43011;Комбинированная плита Simfer F50EH43011;Simfer;Кухонные плиты газовые;27 990;;0;0;0
110032658;;8683770123081;;F65MB45002;Комбинированная плита Simfer F65MB45002;Simfer;Кухонные плиты газовые;31 990;25 930;0;0;0
110010114;;8699272060717;;F55GS42015;Газовая плита Simfer F55GS42015;Simfer;Кухонные плиты газовые;24 790;20 939;0;0;0
110010108;;8699272061776;;F50EH43017;Комбинированная плита Simfer F50EH43017;Simfer;Кухонные плиты газовые;27 770;18 437;0;0;0
110010107;;8699272062667;;F50EH43015;Комбинированная плита Simfer F50EH43015;Simfer;Кухонные плиты газовые;26 390;22 504;0;0;0
110032659;;8683770123098;;F65MM45002;Комбинированная плита Simfer F65MM45002;Simfer;Кухонные плиты газовые;36 490;33 546;0;0;0
110010130;;8699272065378;;F66HO45016;Газовая плита Simfer F66HO45016;Simfer;Кухонные плиты газовые;54 690;50 980;0;0;0
110010115;;8699272060373;;F56EO45017;Комбинированная плита Simfer F56EO45017;Simfer;Кухонные плиты газовые;29 690;34 489;0;0;0
110010117;;8699272060649;;F56GL42017;Газовая плита Simfer F56GL42017;Simfer;Кухонные плиты газовые;43 990;41 113;0;0;0
110032662;;8683770122237;;F66MW45017;Газовая плита Simfer F66MW45017;Simfer;Кухонные плиты газовые;34 090;33 804;0;0;0
110010132;;8699272067969;;F66MO45011;Комбинированная плита Simfer F66MO45011;Simfer;Кухонные плиты газовые;40 990;33 209;0;0;0
110010129;;8699272065361;;F66HH45016;Комбинированная плита Simfer F66HH45016;Simfer;Кухонные плиты газовые;38 026;30 731;0;0;0
110010118;;8699272060540;;F56GO42017;Газовая плита Simfer F56GO42017;Simfer;Кухонные плиты газовые;44 990;42 021;0;0;0
110030721;;8699272060045;;F66GO42017;Газовая плита Simfer F66GO42017;Simfer;Кухонные плиты газовые;38 490;30 903;0;0;0
110010137;;;;F96EO52001;Комбинированная плита Simfer F96EO52001;Simfer;Кухонные плиты газовые;;;0;0;0
110010131;;8699272065026;;F66HW45016;Комбинированная плита Simfer F66HW45016;Simfer;Кухонные плиты газовые;39 132;32 957;0;0;0
110010119;;8699272061608;;F56GW41015;Газовая плита Simfer F56GW41015;Simfer;Кухонные плиты газовые;;;0;0;0
110030714;;8683770102123;;F50MW43011;Комбинированная плита Simfer F50MW43011;Simfer;Кухонные плиты газовые;21 990;19 869;0;0;0
110032642;;8699272068232;;F50MB43011;Комбинированная плита F50MB43011;Simfer;Кухонные плиты газовые;;16 010;0;0;0
110011691;;8699272067808;;F50MB43016;Комбинированная плита Simfer F50MB43016;Simfer;Кухонные плиты газовые;27 790;25 565;0;0;0
110010120;;8699272065033;;F56HW45016;Газовая плита Simfer F56HW45016;Simfer;Кухонные плиты газовые;34 639;29 157;0;0;0
110030715;;8683770101478;;F50MW43017;Комбинированная плита Simfer F50MW43017;Simfer;Кухонные плиты газовые;25 190;23 138;0;0;0
110032644;;8683770122138;;F50MW43117;Комбинированная плита Simfer F50MW43117;Simfer;Кухонные плиты газовые;23 990;19 751;0;0;0
110011692;;8699272067792;;F50MH43016;Комбинированная плита Simfer F50MH43016;Simfer;Кухонные плиты газовые;27 990;;0;0;0
110010121;;8699272061622;;F56MW46115;Газовая плита Simfer F56MW46115;Simfer;Кухонные плиты газовые;;;0;0;0
110010110;;8699272063015;;F50EW43011;Комбинированная плита Simfer F50EW43011;Simfer;Кухонные плиты газовые;26 990;;0;0;0
110032654;;8683770122152;;F56MM45117;Комбинированная плита Simfer F56MM45117;Simfer;Кухонные плиты газовые;36 990;34 040;0;0;0
110011698;;8699272067778.;;F65MW43016;Плита комбинированная Simfer F65MW43016;Simfer;Кухонные плиты газовые;32 990;;0;0;0
110010133;;8699272066993;;F66MR45017;Газовая плита Simfer F66EO45017;Simfer;Кухонные плиты газовые;29 990;24 729;0;0;0
110010111;;8699272061592;;F50MW43015;Комбинированная плита Simfer F50MW43015;Simfer;Кухонные плиты газовые;25 290;23 138;0;0;0
110030712;;8683770101461;;F50MB43017;Комбинированная плита Simfer F50MB43017;Simfer;Кухонные плиты газовые;21 290;17 214;0;0;0
110030713;;8683770122121;;F50MM43017;Комбинированная плита Simfer F50MM43017;Simfer;Кухонные плиты газовые;26 390;22 504;0;0;0
110010134;;8699272067020;;F85MH52001;Комбинированная плита Simfer F85MH52001;Simfer;Кухонные плиты газовые;36 779;42 723;0;0;0
110010124;;8699272060618;;F66ED43017;Комбинированная плита Simfer F66ED43017;Simfer;Кухонные плиты газовые;26 190;22 172;0;0;0
110030718;;8683770101546;;F56MW45017;Комбинированная плита Simfer F56MW45017;Simfer;Кухонные плиты газовые;31 490;28 957;0;0;0
110030719;;8683770101621;;F56MW45022;Комбинированная плита Simfer F56MW45022;Simfer;Кухонные плиты газовые;38 190;35 156;0;0;0
110010135;;;;F96EB52001;Комбинированная плита Simfer F96EB52001;Simfer;Кухонные плиты газовые;;;0;0;0
110010125;;8699272059926;;F66EO45017;Комбинированная плита Simfer F66EO45017;Simfer;Кухонные плиты газовые;35 450;29 981;0;0;0
110030720;;8683770122213;;F65MW45017;Комбинированная плита Simfer F65MW45017;Simfer;Кухонные плиты газовые;32 490;29 877;0;0;0
110030723;;8699272060625;;F96MO52001;Комбинированная плита Simfer F96MO52001;Simfer;Кухонные плиты газовые;49 990;49 487;0;0;0
110010136;;8699272065040;;F96EH52001;Комбинированная плита Simfer F96EH52001;Simfer;Кухонные плиты газовые;47 150;38 871;0;0;0
110010126;;8699272061752;;F66GH42117;Газовая плита Simfer F66GH42117;Simfer;Кухонные плиты газовые;29 350;33 753;0;0;0
110030722;;8699272065002;;F96MB52001;Комбинированная плита Simfer F96MB52001;Simfer;Кухонные плиты газовые;54 990;54 172;0;0;0
110030724;;8699272065019;;F96MW52001;Комбинированная плита Simfer F96MW52001;Simfer;Кухонные плиты газовые;49 990;48 653;0;0;0
110011696;;8699272067808.;;F65MB43016;Плита комбинированная Simfer F65MB43016;Simfer;Кухонные плиты газовые;32 990;30 199;0;0;0
110010127;;8699272061639;;F66GW41015;Газовая плита Simfer F66GW41015;Simfer;Кухонные плиты газовые;;19 037;0;0;0
110011697;;8699272067792.;;F65MH43016;Плита комбинированная Simfer F65MH43016;Simfer;Кухонные плиты газовые;32 990;30 464;0;0;0
110036311;;8699272062995;;F55GS42010;Газовая плита Simfer F55GS42010;Simfer;Кухонные плиты газовые;33 890;31 614;0;0;0
110011701;;8699272067976;;F66MO32011;Комбинированная плита Simfer F66MO32011;Simfer;Кухонные плиты газовые;33 855;28 493;0;0;0
110010128;;8699272065354;;F66HB45016;Комбинированная плита Simfer F66HB45016;Simfer;Кухонные плиты газовые;54 690;50 980;0;0;0
110011699;;8699272060007;;F66EW45017;Комбинированная плита Simfer F66EW45017;Simfer;Кухонные плиты газовые;30 157;25 366;0;0;0
110032643;;8683770123111;;F50MM43016;Комбинированная плита Simfer F50MM43016;Simfer;Кухонные плиты газовые;27 990;27 492;0;0;0
110011702;;8699272065040.;;F96MH52001;Комбинированная плита Simfer F96MH52001;Simfer;Кухонные плиты газовые;57 190;55 529;0;0;0
110011693;;8699272067778;;F50MW43016;Комбинированная плита Simfer F50MW43016;Simfer;Кухонные плиты газовые;27 390;25 185;0;0;0
110011700;;8699272067815;;F66GO42011;Газовая плита Simfer F66GO42011;Simfer;Кухонные плиты газовые;34 299;25 635;0;0;0
110032653;;8683770123043;;F56MM45022;Комбинированная плита Simfer F56MM45022;Simfer;Кухонные плиты газовые;37 890;34 880;0;0;0
110011703;;8699272067006;;F96MR52010;Комбинированная плита Simfer F96MR52010;Simfer;Кухонные плиты газовые;51 990;51 137;0;0;0
110011695;;8699272066597;;F65EW41007;Комбинированная плита Simfer F65EW41007;Simfer;Кухонные плиты газовые;23 490;19 795;0;0;0
110032652;;8683770122145;;F56MB45117;Комбинированная плита Simfer F56MB45117;Simfer;Кухонные плиты газовые;35 690;32 879;0;0;0
110032655;;8683770122169;;F56MO45017;Комбинированная плита Simfer F56MO45017;Simfer;Кухонные плиты газовые;44 490;41 446;0;0;0
110036312;;8683770122206;;F65MB45017;Комбинированная плита Simfer F65MB45017;Simfer;Кухонные плиты газовые;32 890;30 257;0;0;0
110001822;;8699272061769;;F50EW43017;Комбинированная плита Simfer F50EW43017;Simfer;Кухонные плиты газовые;;23 023;0;0;0
110032660;;8683770123104;;F65MO45002;Комбинированная плита Simfer F65MO45002;Simfer;Кухонные плиты газовые;39 490;36 294;0;0;0
110032661;;8683770123074;;F65MW45002;Комбинированная плита Simfer F65MW45002;Simfer;Кухонные плиты газовые;31 990;25 628;0;0;0
110030726;;8699272960710;;FS7385A+;Морозильный шкаф Simfer FS7385A+;Simfer;Морозильные камеры;53 990;40 125;0;0;0
110030725;;8699272059841;;FS6210A+;Морозильный шкаф Simfer FS6210A+;Simfer;Морозильные камеры;33 990;27 304;0;0;0
110030727;;8699272960727;;FS8385А+;Морозильный шкаф Simfer FS8685A+;Simfer;Морозильные камеры;56 990;42 802;0;0;0
110032692;;8699272061943;;S 4150 KVC;Конвекторный обогреватель Simfer S 4150 KVC;Simfer;Обогреватели;5 710;2 950;0;0;0
110030704;;8699272068317;;B4EW16017;Электрический духовой шкаф Simfer B4EW16017;Simfer;Встраиваемые электрические духовые шкафы;38 990;36 398;0;0;0
110030705;;8699272068324;;B6EB56022;Электрический духовой шкаф Simfer B6EB56022;Simfer;Встраиваемые электрические духовые шкафы;30 390;28 566;0;0;0
110032640;;8683770101386;;B4ES16022;Электрический духовой шкаф Simfer B4ES16022;Simfer;Встраиваемые электрические духовые шкафы;30 690;28 785;0;0;0
110032645;;8683770101423;;B6EC68122;Электрический духовой шкаф Simfer B6EC68122;Simfer;Встраиваемые электрические духовые шкафы;46 990;44 091;0;0;0
110030708;;8699272068331;;B6ES68122;Электрический духовой шкаф Simfer B6ES68122;Simfer;Встраиваемые электрические духовые шкафы;46 990;44 091;0;0;0
110030707;;8683770102079;;B6EO16007;Электрический духовой шкаф Simfer B6EO16007;Simfer;Встраиваемые электрические духовые шкафы;19 850;15 979;0;0;0
110032646;;8683770101416;;B6EM68122;Электрический духовой шкаф Simfer B6EM68122;Simfer;Встраиваемые электрические духовые шкафы;46 990;44 091;0;0;0
110032649;;8683770121995;;B6EW56022;Электрический духовой шкаф Simfer B6EW56022;Simfer;Встраиваемые электрические духовые шкафы;30 390;28 566;0;0;0
110032648;;8699272061356;;B6ES89020;Электрический духовой шкаф Simfer B6ES89020;Simfer;Встраиваемые электрические духовые шкафы;65 990;61 928;0;0;0
110016154;;8699272061158;;B6EM16011;Электрический духовой шкаф Simfer B6EM16011;Simfer;Встраиваемые электрические духовые шкафы;21 990;20 160;0;0;0
110009994;;8699272064425;;B4EM04070;Электрический духовой шкаф Simfer B4EM04070;Simfer;Встраиваемые электрические духовые шкафы;19 990;;0;0;0
110009996;;8699272064210;;B4ES18016;Электрический духовой шкаф Simfer B4ES18016;Simfer;Встраиваемые электрические духовые шкафы;33 490;31 418;0;0;0
110032639;;8683770101379;;B4EC16022;Электрический духовой шкаф Simfer B4EC16022;Simfer;Встраиваемые электрические духовые шкафы;29 690;27 893;0;0;0
110009993;;8699272064203;;B4EC18016;Электрический духовой шкаф Simfer B4EC18016;Simfer;Встраиваемые электрические духовые шкафы;34 690;32 476;0;0;0
110009995;;8699272064173;;B4EM14016;Электрический духовой шкаф Simfer B4EM14016;Simfer;Встраиваемые электрические духовые шкафы;22 990;19 930;0;0;0
110009997;;8699272064265;;B5EH15016;Электрический духовой шкаф Simfer B5EH15016;Simfer;Встраиваемые электрические духовые шкафы;;27 104;0;0;0
110036332;;8699272062360;;B6EM04000;Электрический духовой шкаф Simfer B6EM04000;Simfer;Встраиваемые электрические духовые шкафы;21 990;19 841;0;0;0
110009999;;8699272064241;;B4EB04070;Электрический духовой шкаф Simfer B4EB04070;Simfer;Встраиваемые электрические духовые шкафы;16 690;;0;0;0
110010004;;8699272064180;;B4EM16016;Электрический духовой шкаф Simfer B4EM16016;Simfer;Встраиваемые электрические духовые шкафы;29 890;27 957;0;0;0
110010002;;8699272065491;;B4EB56055;Электрический духовой шкаф Simfer B4EB56055;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110009992;;8699272064319;;B4EB56016;Электрический духовой шкаф Simfer B4EB56016;Simfer;Встраиваемые электрические духовые шкафы;29 790;23 028;0;0;0
110010000;;8699272064302;;B4EB14006;Электрический духовой шкаф Simfer B4EB14006;Simfer;Встраиваемые электрические духовые шкафы;22 990;19 930;0;0;0
110010005;;8699272064326;;B4EM56016;Электрический духовой шкаф Simfer B4EM56016;Simfer;Встраиваемые электрические духовые шкафы;32 790;31 005;0;0;0
110010003;;8699272065514;;B4EB56555;Электрический духовой шкаф Simfer B4EB56555;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110009998;;8699272064289;;B5EH55016;Электрический духовой шкаф Simfer B5EH55016;Simfer;Встраиваемые электрические духовые шкафы;23 990;18 981;0;0;0
110010009;;8699272062919;;B6EB14015;Электрический духовой шкаф Simfer B6EB14015;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110010006;;8699272065484;;B4EM56055;Электрический духовой шкаф Simfer B4EM56055;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110010012;;8699272063169;;B6EB56035;Электрический духовой шкаф Simfer B6EB56035;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110010001;;8699272064197;;B4EB16016;Электрический духовой шкаф Simfer B4EB16016;Simfer;Встраиваемые электрические духовые шкафы;29 890;27 957;0;0;0
110010016;;8699272064388;;B6EM04070;Электрический духовой шкаф Simfer B6EM04070;Simfer;Встраиваемые электрические духовые шкафы;20 990;19 286;0;0;0
110010007;;8699272065507;;B4EM56555;Электрический духовой шкаф Simfer B4EM56555;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110010013;;8699272064432;;B6EB56070;Электрический духовой шкаф Simfer B6EB56070;Simfer;Встраиваемые электрические духовые шкафы;19 750;;0;0;0
110010008;;8699272064371;;B6EB04070;Электрический духовой шкаф Simfer B6EB04070;Simfer;Встраиваемые электрические духовые шкафы;19 990;18 492;0;0;0
110010018;;8699272066986;;B6EM56001;Электрический духовой шкаф Simfer B6EM56001;Simfer;Встраиваемые электрические духовые шкафы;26 750;;0;0;0
110010020;;8699272064258;;B6EM56070;Электрический духовой шкаф Simfer B6EM56070;Simfer;Встраиваемые электрические духовые шкафы;19 750;;0;0;0
110010014;;8699272056086;;B6EC16016;Электрический духовой шкаф Simfer B6EC16016;Simfer;Встраиваемые электрические духовые шкафы;27 990;25 645;0;0;0
110010010;;8699272066900;;B6EB56001;Электрический духовой шкаф Simfer B6EB56001;Simfer;Встраиваемые электрические духовые шкафы;29 990;;0;0;0
110010025;;8699272064401;;B6ES16016;Электрический духовой шкаф Simfer B6ES16016;Simfer;Встраиваемые электрические духовые шкафы;27 490;25 139;0;0;0
110010021;;8699272056772;;B6EM58016;Электрический духовой шкаф Simfer B6EM58016;Simfer;Встраиваемые электрические духовые шкафы;35 390;33 028;0;0;0
110010015;;8699272064227;;B6EC58016;Электрический духовой шкаф Simfer B6EC58016;Simfer;Встраиваемые электрические духовые шкафы;35 490;33 419;0;0;0
110010017;;8699272066894;;B6EM16001;Электрический духовой шкаф Simfer B6EM16001;Simfer;Встраиваемые электрические духовые шкафы;16 990;;0;0;0
110010027;;8699272064364;;B6EW04070;Электрический духовой шкаф Simfer B6EW04070;Simfer;Встраиваемые электрические духовые шкафы;19 990;18 492;0;0;0
110010022;;8699272060700;;B6EM58035;Электрический духовой шкаф Simfer B6EM58035;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110010028;;8699272066870;;B6EW16001;Электрический духовой шкаф Simfer B6EW16001;Simfer;Встраиваемые электрические духовые шкафы;16 990;;0;0;0
110010019;;8699272064333;;B6EM56016;Электрический духовой шкаф Simfer B6EM56016;Simfer;Встраиваемые электрические духовые шкафы;29 990;28 014;0;0;0
110009565;;;;B6EB56016;Электрический духовой шкаф Simfer B6EB56016;Simfer;Встраиваемые электрические духовые шкафы;29 990;28 014;0;0;0
110010023;;;;B6EO77097;Электрический духовой шкаф Simfer B6EO77097;Simfer;Встраиваемые электрические духовые шкафы;40 990;31 179;0;0;0
110030706;;8683770120790;;B6EB56022 ПС;Электрический духовой шкаф Simfer B6EB56022 ПС;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110010024;;8699272067105;;B6ER56070;Электрический духовой шкаф Simfer B6ER56070;Simfer;Встраиваемые электрические духовые шкафы;18 750;;0;0;0
110032641;;8683770101232;;B4EW56016;Электрический духовой шкаф Simfer B4EW56016;Simfer;Встраиваемые электрические духовые шкафы;29 790;23 028;0;0;0
110010029;;8699272066979;;B6EW56001;Электрический духовой шкаф Simfer B6EW56001;Simfer;Встраиваемые электрические духовые шкафы;26 750;;0;0;0
110003703;;8699272060922;;B4EO16017;Электрический духовой шкаф Simfer B4EO16017;Simfer;Встраиваемые электрические духовые шкафы;38 990;36 398;0;0;0
110010026;;8699272064234;;B6ES58016;Электрический духовой шкаф Simfer B6ES58016;Simfer;Встраиваемые электрические духовые шкафы;34 290;32 281;0;0;0
110032647;;8683770101409;;B6ES56022;Электрический духовой шкаф Simfer B6ES56022;Simfer;Встраиваемые электрические духовые шкафы;30 390;28 566;0;0;0
110010030;;8699272064456;;B6EW56016;Электрический духовой шкаф Simfer B6EW56016;Simfer;Встраиваемые электрические духовые шкафы;29 990;28 014;0;0;0
110003704;;8699272058486;;B4ES18011;Электрический духовой шкаф Simfer B4ES18011;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110001528;;8699272061127;;B4EB16011;Духовой шкаф Simfer B4EB16011;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110003706;;8699272061882;;B6EL18017;Электрический духовой шкаф Simfer B6EL18017;Simfer;Встраиваемые электрические духовые шкафы;32 990;30 349;0;0;0
110010031;;8699272064449;;B6EW56070;Электрический духовой шкаф Simfer B6EW56070;Simfer;Встраиваемые электрические духовые шкафы;18 750;;0;0;0
110003709;;8699272060267;;B6EO18017;Электрический духовой шкаф Simfer B6EO18017;Simfer;Встраиваемые электрические духовые шкафы;32 990;30 349;0;0;0
110001530;;8699272061196;;B6EO16112;Духовой шкаф Simfer B6EO16112;Simfer;Встраиваемые электрические духовые шкафы;31 990;24 049;0;0;0
110003707;;8699272060908;;B6EL77017;Электрический духовой шкаф Simfer B6EL77017;Simfer;Встраиваемые электрические духовые шкафы;38 890;36 421;0;0;0
110033106;;8683770123135;;B6EO77522;Электрический духовой шкаф Simfer B6EO77522;Simfer;Встраиваемые электрические духовые шкафы;46 990;;0;0;0
110003710;;8699272061035;;B6EO77017;Электрический духовой шкаф Simfer B6EO77017;Simfer;Встраиваемые электрические духовые шкафы;42 590;39 641;0;0;0
110003705;;8699272058509;;B6EB16011;Электрический духовой шкаф Simfer B6EB16011;Simfer;Встраиваемые электрические духовые шкафы;21 990;20 160;0;0;0
110033107;;8699272066924;;B6EL77097;Электрический духовой шкаф Simfer B6EL77097;Simfer;Встраиваемые электрические духовые шкафы;47 290;44 471;0;0;0
110003708;;8699272058523;;B6EM14011;Электрический духовой шкаф Simfer B6EM14011;Simfer;Встраиваемые электрические духовые шкафы;21 490;19 734;0;0;0
110001529;;8699272061134;;B4EM16012;Духовой шкаф Simfer B4EM16012;Simfer;Встраиваемые электрические духовые шкафы;;;0;0;0
110003702;;8699272059605;;B4EM14011;Электрический духовой шкаф Simfer B4EM14011;Simfer;Встраиваемые электрические духовые шкафы;19 850;15 779;0;0;0
110003711;;8699272058882;;B6EW16011;Электрический духовой шкаф Simfer B6EW16011;Simfer;Встраиваемые электрические духовые шкафы;21 990;20 160;0;0;0
110001256;;8699272059315;;H45V30M411;Газовая поверхность Simfer H45V30M411;Simfer;Варочные панели газовые;10 390;9 718;0;0;0
110001819;;8699272061578;;KT1531W;Комбинированная варочная панель Simfer KT1531W;Simfer;Варочные панели газовые;;;0;0;0
110001255;;8699272059476;;H45L35W511;Газовая поверхность Simfer H45L35W511;Simfer;Варочные панели газовые;;;0;0;0
110001216;;8699272058721;;H60Q40B411;Газовая панель Simfer H60Q40B411;Simfer;Варочные панели газовые;8 990;8 223;0;0;0
110001259;;8699272058790;;H60Q41M411;Газовая поверхность Simfer H60Q41M411;Simfer;Варочные панели газовые;;;0;0;0
110001082;;8699272060168;;H60V41O517;Газовая варочная панель Simfer H60V41O517;Simfer;Варочные панели газовые;19 690;17 849;0;0;0
110001257;;8699272058745;;H60Q40M411;Газовая поверхность Simfer H60Q40M411;Simfer;Варочные панели газовые;8 990;8 223;0;0;0
110001080;;8699272060489;;H45V35O527;Газовая варочная панель Simfer H45V35O527;Simfer;Варочные панели газовые;18 790;17 515;0;0;0
110001077;;8699272059469;;H45L35B511;Газовая варочная панель Simfer H45L35B511;Simfer;Варочные панели газовые;;;0;0;0
110009725;;8699272064845;;H30V20M416;Газовая варочная панель Simfer H30V20M416;Simfer;Варочные панели газовые;7 990;7 314;0;0;0
110001258;;8699272058813;;H60Q40W411;Газовая поверхность Simfer H60Q40W411;Simfer;Варочные панели газовые;8 990;8 223;0;0;0
